Proposal,Observation,Data Type,Intent,Instrument,Filter,Target Moving,Target Name,Polygon Boundary,Exposure Start,Exposure End,Exposure Length (m),Asteroids,Common Name,JPL Classification,JPL Radius (km),JPL Geo Albedo,JPL Phase Angle (Deg),JPL Sun-Asteroid Dist (AU),JPL Asteroid-JWST Dist (AU),"JPL Midpoint (RA,DEC)",JPL Pos Rates (arcsec/hr),JPL Pos Uncertainty (arcsec),Readout Mode,Sub Array Configuation,Array Data Type,Dither Type,BrightSky Pix Numbers,Pixel Units,Flux Density (MJy/sr),Pixel Area (arcsec2/Pix),JPL Visual Magnitude (mag),JPL Surface Brightness (mag/arcsec2),Asteroid Flux (mJy),Flux Error %,Annulus / Img Median,S/N,JPL Asteroid Distance (pix),JPL Asteroid Distance (arcsec/exptime),JPL Center Offset (arcsec),Aperture NAN Perc,Annulus NAN Perc,Streak Flag,Datalabs
2562,jw02562016001_07101_00001_mirimage,image,science,MIRI/IMAGE,F2100W,No,HH-30-MIRI,Polygon 67.91066796500016 18.200340171999997 67.89419641499997 18.199462762999975 67.89310981200009 18.215131662000008 67.90963855999996 18.216080579999982,2023-09-07 20:48:22.611,2023-09-07 20:53:12.480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2562,jw02562016001_07101_00002_mirimage,image,science,MIRI/IMAGE,F2100W,No,HH-30-MIRI,Polygon 67.91559737800013 18.20045068799999 67.89912579199986 18.199573705999974 67.89803964000026 18.215242632999995 67.91456842599985 18.216191121999998,2023-09-07 20:54:45.074,2023-09-07 20:59:34.943,4.8312,2001 VF31,-,Main-belt Asteroid,-,-,19.9369,2.967,2.6936,"(67.91365, 18.20891)","(23.94034, 5.802875)",0.064,FASTR1,BRIGHTSKY,-32,4-POINT-SETS,512 512,MJy/sr,0.433,0.01229,20.631,-,0.2757,5.0,1.0118,66.93,14.9343,1.9835,29.8489,0.0,0.0,Yes,True
2562,jw02562016001_07101_00003_mirimage,image,science,MIRI/IMAGE,F2100W,No,HH-30-MIRI,Polygon 67.9152466650001 18.195996409000013 67.89877550099988 18.19511941900002 67.89768936699974 18.210788344999997 67.91421772900023 18.211736843000022,2023-09-07 21:00:58.002,2023-09-07 21:05:47.871,4.8312,2001 VF31,-,Main-belt Asteroid,-,-,19.9368,2.967,2.6935,"(67.91437, 18.20907)","(23.93758, 5.802497)",0.064,FASTR1,BRIGHTSKY,-32,4-POINT-SETS,512 512,MJy/sr,0.433,0.01229,20.631,-,0.234,5.0,1.0047,56.82,14.9343,1.9833,7.08,8.78,4.12,Yes,True
2562,jw02562016001_07101_00004_mirimage,image,science,MIRI/IMAGE,F2100W,No,HH-30-MIRI,Polygon 67.91141881099985 18.196458183000004 67.89494762300014 18.19558085999998 67.89386113499975 18.211249763999984 67.9103895190001 18.212198597000008,2023-09-07 21:07:11.825,2023-09-07 21:12:01.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2666,jw02666003001_02103_00001_mirimage,image,science,MIRI/IMAGE,F1000W,No,SN-2017EAW,Polygon 308.67712403799976 60.208436463999874 308.7235809450002 60.18725692599993 308.68124829600026 60.16393935000018 308.6344845940003 60.18485460599974,2022-09-20 21:17:50.968,2022-09-20 21:20:37.470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2666,jw02666003001_02103_00002_mirimage,image,science,MIRI/IMAGE,F1000W,No,SN-2017EAW,Polygon 308.6703717389997 60.21170502999994 308.7168376919999 60.19052788500007 308.6745056849997 60.16720812799978 308.62773297199976 60.18812097299982,2022-09-20 21:22:00.696,2022-09-20 21:24:47.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2666,jw02666003001_02103_00003_mirimage,image,science,MIRI/IMAGE,F1000W,No,SN-2017EAW,Polygon 308.67724495099986 60.21458527000007 308.723710664 60.19340578600028 308.6813701989998 60.1700881600002 308.63459763499975 60.19100335700001,2022-09-20 21:26:13.240,2022-09-20 21:28:59.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2666,jw02666003001_02103_00004_mirimage,image,science,MIRI/IMAGE,F1000W,No,SN-2017EAW,Polygon 308.6817004439999 60.211661403999905 308.72815902099984 60.19048029899995 308.68581903500024 60.16716415100007 308.6390535899997 60.18808098300027,2022-09-20 21:30:23.031,2022-09-20 21:33:09.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2666,jw02666003001_02105_00001_mirimage,image,science,MIRI/IMAGE,F1130W,No,SN-2017EAW,Polygon 308.677137276 60.208442449999914 308.72359394899985 60.18726294400025 308.6812615470003 60.16394525200003 308.6344975270002 60.184860615000034,2022-09-20 21:35:53.258,2022-09-20 21:37:16.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2666,jw02666003001_02105_00002_mirimage,image,science,MIRI/IMAGE,F1130W,No,SN-2017EAW,Polygon 308.67038466600013 60.211711143000095 308.716850417 60.190534045999776 308.67451868999984 60.16721415899995 308.6277456279998 60.188127092999814,2022-09-20 21:38:39.786,2022-09-20 21:40:03.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2666,jw02666003001_02105_00003_mirimage,image,science,MIRI/IMAGE,F1130W,No,SN-2017EAW,Polygon 308.6772585470001 60.214591031000175 308.7237239739999 60.19341154899999 308.68138369700023 60.17009383499991 308.6346108679998 60.191009167999844,2022-09-20 21:41:29.066,2022-09-20 21:42:52.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2666,jw02666003001_02105_00004_mirimage,image,science,MIRI/IMAGE,F1130W,No,SN-2017EAW,Polygon 308.68171412299995 60.21166720899973 308.72817240400013 60.190486100999756 308.6858325949999 60.16716986900027 308.63906689499987 60.18808684200022,2022-09-20 21:44:15.530,2022-09-20 21:45:38.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2666,jw02666003001_02107_00001_mirimage,image,science,MIRI/IMAGE,F1280W,No,SN-2017EAW,Polygon 308.6771222990001 60.20843947099982 308.723579145 60.187260035000136 308.6812465650002 60.163942382 308.6344828829999 60.18485760500006,2022-09-20 21:48:22.543,2022-09-20 21:49:18.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2666,jw02666003001_02107_00002_mirimage,image,science,MIRI/IMAGE,F1280W,No,SN-2017EAW,Polygon 308.6703708740002 60.21170745900008 308.7168366310001 60.190530342000095 308.6745045440001 60.16721057599977 308.62773198399987 60.18812346200011,2022-09-20 21:50:41.295,2022-09-20 21:51:36.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2666,jw02666003001_02107_00003_mirimage,image,science,MIRI/IMAGE,F1280W,No,SN-2017EAW,Polygon 308.67724361999996 60.21458814499972 308.7237092270001 60.193408737999725 308.6813687799999 60.1700910589999 308.63459628100026 60.19100624899989,2022-09-20 21:53:00.047,2022-09-20 21:53:55.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2666,jw02666003001_02107_00004_mirimage,image,science,MIRI/IMAGE,F1280W,No,SN-2017EAW,Polygon 308.681699055 60.211664416999895 308.7281575419998 60.190483396000126 308.6858175900001 60.16716718699973 308.6390521949999 60.18808400300008,2022-09-20 21:55:21.551,2022-09-20 21:56:17.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2666,jw02666003001_02109_00001_mirimage,image,science,MIRI/IMAGE,F1500W,No,SN-2017EAW,Polygon 308.6771095360002 60.208433347999836 308.72356649799997 60.18725383600015 308.6812335649998 60.163936341 308.6344703080001 60.184851512999956,2022-09-20 21:59:06.383,2022-09-20 22:00:01.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2666,jw02666003001_02109_00002_mirimage,image,science,MIRI/IMAGE,F1500W,No,SN-2017EAW,Polygon 308.670357016 60.21170210599979 308.7168230679999 60.190525009999845 308.67449082399975 60.16720531300026 308.62771851300016 60.18811805000006,2022-09-20 22:01:25.135,2022-09-20 22:02:20.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2666,jw02666003001_02109_00003_mirimage,image,science,MIRI/IMAGE,F1500W,No,SN-2017EAW,Polygon 308.67723020299974 60.214582578000275 308.72369605400024 60.19340316300006 308.68135539299976 60.17008557900007 308.6345831940002 60.191000647999964,2022-09-20 22:03:46.638,2022-09-20 22:04:42.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2666,jw02666003001_02109_00004_mirimage,image,science,MIRI/IMAGE,F1500W,No,SN-2017EAW,Polygon 308.68168549700005 60.211658573999784 308.72814418399986 60.19047752299994 308.68580397200003 60.16716143000002 308.63903891900003 60.18807814899976,2022-09-20 22:06:02.638,2022-09-20 22:06:58.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2666,jw02666003001_0210b_00001_mirimage,image,science,MIRI/IMAGE,F1800W,No,SN-2017EAW,Polygon 308.67714123300004 60.208449918 308.72359745 60.187270487999754 308.6812650220002 60.16395272000012 308.63450113800025 60.184868196999815,2022-09-20 22:09:41.838,2022-09-20 22:10:37.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2666,jw02666003001_0210b_00002_mirimage,image,science,MIRI/IMAGE,F1800W,No,SN-2017EAW,Polygon 308.6703886140002 60.21171874299992 308.7168539610001 60.190541752000215 308.67452226699993 60.16722176199977 308.62774928900006 60.18813478200003,2022-09-20 22:11:57.838,2022-09-20 22:12:53.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2666,jw02666003001_0210b_00003_mirimage,image,science,MIRI/IMAGE,F1800W,No,SN-2017EAW,Polygon 308.67726195700027 60.21459922099985 308.7237270809999 60.19341990000024 308.68138694499993 60.17010203299979 308.63461410100007 60.19101739700018,2022-09-20 22:14:13.838,2022-09-20 22:15:09.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2666,jw02666003001_0210b_00004_mirimage,image,science,MIRI/IMAGE,F1800W,No,SN-2017EAW,Polygon 308.68171719600014 60.21167537499992 308.72817519 60.19049443499977 308.6858355389997 60.16717804300009 308.6390698090002 60.18809503899973,2022-09-20 22:16:27.022,2022-09-20 22:17:22.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2666,jw02666003001_0210d_00001_mirimage,image,science,MIRI/IMAGE,F2100W,No,SN-2017EAW,Polygon 308.67714382300016 60.208431959999835 308.72360091100023 60.18725219300014 308.68126855700024 60.1639346589999 308.63450416199987 60.184850042999955,2022-09-20 22:20:06.267,2022-09-20 22:22:05.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2666,jw02666003001_0210d_00002_mirimage,image,science,MIRI/IMAGE,F2100W,No,SN-2017EAW,Polygon 308.67039201000017 60.21170012400012 308.7168580460001 60.19052269799998 308.6745262279998 60.1672030309999 308.62775291800017 60.18811605700017,2022-09-20 22:23:26.075,2022-09-20 22:25:25.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2666,jw02666003001_0210d_00003_mirimage,image,science,MIRI/IMAGE,F2100W,No,SN-2017EAW,Polygon 308.67726484499974 60.21458076399984 308.7237307390002 60.19340104999989 308.68139056800004 60.17008346699971 308.63461731199993 60.19099879299984,2022-09-20 22:26:48.635,2022-09-20 22:28:47.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2666,jw02666003001_0210d_00004_mirimage,image,science,MIRI/IMAGE,F2100W,No,SN-2017EAW,Polygon 308.6817202499998 60.21165701799997 308.72817902599996 60.19047569199986 308.6858393540003 60.16715957799988 308.63907319900017 60.18807652899998,2022-09-20 22:30:16.763,2022-09-20 22:32:16.090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02101_00001_mirimage,image,science,MIRI/IMAGE,F770W,No,M-16,Polygon 274.7310368289999 -13.810348533999996 274.76301948499975 -13.814466884000025 274.7590221520003 -13.845639340000021 274.7270509260002 -13.841814347000007,2022-08-30 19:02:57.239,2022-08-30 19:04:56.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02101_00002_mirimage,image,science,MIRI/IMAGE,F770W,No,M-16,Polygon 274.7298160559999 -13.809343738999972 274.76179856100015 -13.81346218599998 274.7578011460001 -13.844634629000021 274.7258300699998 -13.840809540000013,2022-08-30 19:06:14.295,2022-08-30 19:08:13.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02101_00003_mirimage,image,science,MIRI/IMAGE,F770W,No,M-16,Polygon 274.7285450019999 -13.809384302 274.76052748900014 -13.813502913999994 274.75652990199984 -13.844675337000027 274.72455884199996 -13.840850081999992,2022-08-30 19:09:39.670,2022-08-30 19:11:38.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02101_00004_mirimage,image,science,MIRI/IMAGE,F770W,No,M-16,Polygon 274.72726764500015 -13.807817539000027 274.75924989499975 -13.811936316000002 274.7552521650001 -13.843108717999987 274.72328134099985 -13.839283299000007,2022-08-30 19:12:59.478,2022-08-30 19:14:58.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02101_00005_mirimage,image,science,MIRI/IMAGE,F770W,No,M-16,Polygon 274.73067803999993 -13.810395891999988 274.7626607030001 -13.81451423399998 274.7586633780003 -13.845686689999976 274.726692144 -13.84186170599998,2022-08-30 19:16:19.286,2022-08-30 19:18:18.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02101_00006_mirimage,image,science,MIRI/IMAGE,F770W,No,M-16,Polygon 274.7289489500001 -13.809358003000003 274.76093144100014 -13.813476565000029 274.75693390599974 -13.844648994000018 274.7249628429999 -13.840823789999988,2022-08-30 19:19:41.846,2022-08-30 19:21:41.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02103_00001_mirimage,image,science,MIRI/IMAGE,F1130W,No,M-16,Polygon 274.7310187949998 -13.810341467999994 274.7630009290001 -13.814459519999973 274.75900376000004 -13.84563222499998 274.72703294099995 -13.841807177000026,2022-08-30 19:25:37.091,2022-08-30 19:27:30.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02103_00002_mirimage,image,science,MIRI/IMAGE,F1130W,No,M-16,Polygon 274.7297989389998 -13.809336852000007 274.7617809079997 -13.813455105999981 274.7577835459999 -13.844627786000006 274.7258128909999 -13.840802535000018,2022-08-30 19:28:54.083,2022-08-30 19:30:47.860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02103_00003_mirimage,image,science,MIRI/IMAGE,F1130W,No,M-16,Polygon 274.72852771900017 -13.809377402000024 274.76050967200024 -13.813495809999997 274.75651215100015 -13.844668470999997 274.7245415099997 -13.840843066999993,2022-08-30 19:32:08.387,2022-08-30 19:34:02.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02103_00004_mirimage,image,science,MIRI/IMAGE,F1130W,No,M-16,Polygon 274.7272502069998 -13.807810816000005 274.75923192299996 -13.811929387999978 274.75523425899985 -13.843102027999986 274.7232638540002 -13.839276459999981,2022-08-30 19:35:28.195,2022-08-30 19:37:21.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02103_00005_mirimage,image,science,MIRI/IMAGE,F1130W,No,M-16,Polygon 274.7306607270001 -13.81038900399998 274.76264285600024 -13.814507139999986 274.75864559799976 -13.845679834999986 274.7266747830001 -13.841854702000026,2022-08-30 19:38:45.187,2022-08-30 19:40:38.964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02103_00006_mirimage,image,science,MIRI/IMAGE,F1130W,No,M-16,Polygon 274.7289315879998 -13.809351155999995 274.76091354399995 -13.813469516000028 274.75691607300007 -13.844642182999982 274.72494542900023 -13.840816825999994,2022-08-30 19:42:04.995,2022-08-30 19:43:58.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02105_00001_mirimage,image,science,MIRI/IMAGE,F1500W,No,M-16,Polygon 274.73101230999987 -13.810356467000021 274.76299457800013 -13.814474420999984 274.7589970819999 -13.845647122 274.7270266870001 -13.84182203299999,2022-08-30 19:47:07.476,2022-08-30 19:49:06.803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02105_00002_mirimage,image,science,MIRI/IMAGE,F1500W,No,M-16,Polygon 274.72979207300017 -13.809351729000017 274.76177418100025 -13.81346984800002 274.75777653099976 -13.844642527999987 274.72580629499976 -13.84081727399999,2022-08-30 19:50:27.284,2022-08-30 19:52:26.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02105_00003_mirimage,image,science,MIRI/IMAGE,F1500W,No,M-16,Polygon 274.72852098999994 -13.809392476999982 274.7605030790001 -13.813510772000015 274.75650524700023 -13.844683430000007 274.72453502700006 -13.840857999999981,2022-08-30 19:53:47.092,2022-08-30 19:55:46.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02105_00004_mirimage,image,science,MIRI/IMAGE,F1500W,No,M-16,Polygon 274.7272435699999 -13.807825658000029 274.759225423 -13.811944107 274.755227458 -13.843116746000025 274.72325747300016 -13.839291162000002,2022-08-30 19:57:09.716,2022-08-30 19:59:09.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02105_00005_mirimage,image,science,MIRI/IMAGE,F1500W,No,M-16,Polygon 274.7306539399999 -13.810403965999999 274.7626362069998 -13.814521975999996 274.7586386519997 -13.845694670000015 274.726668257 -13.841869523999984,2022-08-30 20:00:29.523,2022-08-30 20:02:28.850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02105_00006_mirimage,image,science,MIRI/IMAGE,F1500W,No,M-16,Polygon 274.7289248879998 -13.809366081000002 274.7609069820002 -13.81348431600001 274.7569092120001 -13.844656981999982 274.7249389889999 -13.840831611999983,2022-08-30 20:03:54.835,2022-08-30 20:05:54.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02107_00001_mirimage,image,science,MIRI/IMAGE,F770W,No,M-16,Polygon 274.7285303430002 -13.828694372000026 274.76051548099997 -13.832812981999993 274.75651756700006 -13.863985403999987 274.7245438509999 -13.860160149999992,2022-08-30 20:13:26.547,2022-08-30 20:15:25.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02107_00002_mirimage,image,science,MIRI/IMAGE,F770W,No,M-16,Polygon 274.7273101140001 -13.827689720000011 274.7592950890002 -13.831808514999974 274.75529700099986 -13.862980914000008 274.72332344599977 -13.859155476000002,2022-08-30 20:16:49.107,2022-08-30 20:18:48.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02107_00003_mirimage,image,science,MIRI/IMAGE,F770W,No,M-16,Polygon 274.726038961 -13.82773029800002 274.7580239189998 -13.831849259000004 274.75402565899986 -13.86302163699999 274.7220521200001 -13.859196034,2022-08-30 20:20:14.482,2022-08-30 20:22:13.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02107_00004_mirimage,image,science,MIRI/IMAGE,F770W,No,M-16,Polygon 274.72476135699975 -13.826163657999986 274.75674607699983 -13.830282780000026 274.7527476779997 -13.861455138000002 274.72077437500013 -13.857629372999977,2022-08-30 20:23:37.042,2022-08-30 20:25:36.369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02107_00005_mirimage,image,science,MIRI/IMAGE,F770W,No,M-16,Polygon 274.72817202999977 -13.828741932999996 274.76015716500007 -13.832860615000017 274.75615917699986 -13.864033027999989 274.72418546299986 -13.86020770299998,2022-08-30 20:26:59.602,2022-08-30 20:28:58.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02107_00006_mirimage,image,science,MIRI/IMAGE,F770W,No,M-16,Polygon 274.72644281700025 -13.827704003000008 274.75842777899993 -13.831822905999992 274.7544295790001 -13.862995290999974 274.722456036 -13.859169745000003,2022-08-30 20:30:19.410,2022-08-30 20:32:18.737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02109_00001_mirimage,image,science,MIRI/IMAGE,F1130W,No,M-16,Polygon 274.72851336 -13.828687751999997 274.760497956 -13.832806219999993 274.7565000429999 -13.86397887200003 274.724526754 -13.860153405999977,2022-08-30 20:36:11.903,2022-08-30 20:38:05.680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02109_00002_mirimage,image,science,MIRI/IMAGE,F1130W,No,M-16,Polygon 274.72729293000003 -13.827682887999982 274.75927736899985 -13.831801490000029 274.75527933500024 -13.862974125000003 274.7233062010003 -13.859148526000002,2022-08-30 20:39:28.895,2022-08-30 20:41:22.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02109_00003_mirimage,image,science,MIRI/IMAGE,F1130W,No,M-16,Polygon 274.72602157699976 -13.827723479999985 274.75800600100007 -13.83184223300002 274.7540078110001 -13.86301484900003 274.72203469099986 -13.859189098999979,2022-08-30 20:42:43.199,2022-08-30 20:44:36.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02109_00004_mirimage,image,science,MIRI/IMAGE,F1130W,No,M-16,Polygon 274.72474412299994 -13.826156846000025 274.7567283070003 -13.830275774999974 274.7527299609999 -13.861448369000007 274.720757079 -13.857622442999984,2022-08-30 20:46:03.007,2022-08-30 20:47:56.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02109_00005_mirimage,image,science,MIRI/IMAGE,F1130W,No,M-16,Polygon 274.7281547209998 -13.828735150000005 274.76013932100017 -13.832853632999981 274.75614139200025 -13.864026282999992 274.7241680980001 -13.860200803000003,2022-08-30 20:49:22.815,2022-08-30 20:51:16.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_02109_00006_mirimage,image,science,MIRI/IMAGE,F1130W,No,M-16,Polygon 274.7264255720002 -13.827697214000004 274.7584099980002 -13.831815924000015 274.754411852 -13.862988545999977 274.72243873099984 -13.859162839000014,2022-08-30 20:52:39.806,2022-08-30 20:54:33.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_0210b_00001_mirimage,image,science,MIRI/IMAGE,F1500W,No,M-16,Polygon 274.72850632200016 -13.828702496 274.7604910629998 -13.83282078399998 274.75649290800004 -13.863993441999972 274.7245200320001 -13.860168018000019,2022-08-30 20:57:39.536,2022-08-30 20:59:38.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_0210b_00002_mirimage,image,science,MIRI/IMAGE,F1500W,No,M-16,Polygon 274.7272861840001 -13.827697791000016 274.7592707620001 -13.831816262000022 274.7552724350001 -13.862988896999997 274.72329972100005 -13.859163290000017,2022-08-30 21:00:59.344,2022-08-30 21:02:58.671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_0210b_00003_mirimage,image,science,MIRI/IMAGE,F1500W,No,M-16,Polygon 274.72601485000024 -13.827738405999975 274.7579994119998 -13.831857036999992 274.75400091900025 -13.863029652000018 274.7220282189998 -13.859203885000024,2022-08-30 21:04:16.400,2022-08-30 21:06:15.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_0210b_00004_mirimage,image,science,MIRI/IMAGE,F1500W,No,M-16,Polygon 274.7247374899999 -13.826171728999991 274.75672181199997 -13.83029053199999 274.7527231690001 -13.861463124999982 274.72075070700004 -13.857637186999991,2022-08-30 21:07:41.712,2022-08-30 21:09:41.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_0210b_00005_mirimage,image,science,MIRI/IMAGE,F1500W,No,M-16,Polygon 274.72814802099975 -13.828750011999979 274.76013275899993 -13.832868366 274.756134535 -13.86404101600001 274.72416166099975 -13.860215524999974,2022-08-30 21:11:01.519,2022-08-30 21:13:00.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002001_0210b_00006_mirimage,image,science,MIRI/IMAGE,F1500W,No,M-16,Polygon 274.72641878700017 -13.827712201000004 274.7584033509999 -13.831830781999999 274.7544049110001 -13.863003402999981 274.7224322090001 -13.859177686999994,2022-08-30 21:14:21.327,2022-08-30 21:16:20.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002002_02101_00001_mirimage,image,science,MIRI/IMAGE,F770W,No,M-16,Polygon 274.69962281499977 -13.824964409000001 274.7316069470002 -13.829086657000015 274.72760533599984 -13.860258627000022 274.6956325909999 -13.856429737000003,2022-08-30 16:39:01.151,2022-08-30 16:41:00.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002002_02101_00002_mirimage,image,science,MIRI/IMAGE,F770W,No,M-16,Polygon 274.69840253200016 -13.82395940799999 274.73038650899997 -13.828081785000021 274.726384781 -13.85925373900001 274.69441219099997 -13.855424719999975,2022-08-30 16:42:23.711,2022-08-30 16:44:23.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002002_02101_00003_mirimage,image,science,MIRI/IMAGE,F770W,No,M-16,Polygon 274.697131336 -13.823999815000002 274.7291152960002 -13.828122348999976 274.72511340500006 -13.859294283999995 274.69314083000006 -13.855465108000015,2022-08-30 16:45:40.767,2022-08-30 16:47:40.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002002_02101_00004_mirimage,image,science,MIRI/IMAGE,F770W,No,M-16,Polygon 274.69585407400007 -13.82243299999998 274.7278377959999 -13.826555701000023 274.7238357600001 -13.857727614000009 274.6918634209997 -13.85389827100002,2022-08-30 16:49:06.143,2022-08-30 16:51:05.470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002002_02101_00005_mirimage,image,science,MIRI/IMAGE,F770W,No,M-16,Polygon 274.69926423499993 -13.825011707000025 274.73124837400013 -13.829133953000014 274.7272467640002 -13.860305923000022 274.6952740130002 -13.856477035000026,2022-08-30 16:52:25.951,2022-08-30 16:54:25.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002002_02101_00006_mirimage,image,science,MIRI/IMAGE,F770W,No,M-16,Polygon 274.69753526199975 -13.82397364299999 274.729519225 -13.828096134 274.7255173800002 -13.85926807300001 274.6935448030001 -13.85543894099998,2022-08-30 16:55:48.510,2022-08-30 16:57:47.837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002002_02103_00001_mirimage,image,science,MIRI/IMAGE,F1130W,No,M-16,Polygon 274.699605347 -13.824957503999991 274.73158895099976 -13.829079499999992 274.72758745500005 -13.860251713999975 274.6956151239999 -13.856422722000007,2022-08-30 17:01:32.620,2022-08-30 17:03:26.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2739,jw02739002002_02103_00002_mirimage,image,science,MIRI/IMAGE,F1130W,No,M-16,Polygon 274.6983853470002 -13.823952693000008 274.730368787 -13.828074878999972 274.7263671119997 -13.859247069000014 274.69439494299996 -13.855417888000003,2022-08-30 17:04:52.428,2022-08-30 17:06:46.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
